0,730.65
1,730.6937326
2,730.7332521
3,730.7725589
4,730.8116531
5,730.8505347
6,730.8892041
7,730.9276614
8,730.9659067
9,731.0039402
10,731.0417622
11,731.0793726
12,731.1167718
13,731.1539599
14,731.1909371
15,731.2277034
16,731.2642592
17,731.3006046
18,731.3367397
19,731.3726647
20,731.4083798
21,731.4438851
22,731.4791809
23,731.5142673
24,731.5491443
25,731.5838124
26,731.6182715
27,731.6525219
28,731.6865637
29,731.7203971
30,731.7540222
31,731.7874393
32,731.8206485
33,731.85365
34,731.8864439
35,731.9190304
36,731.9514097
37,731.983582
38,732.0155473
39,732.0473059
40,732.078858
41,732.1102037
42,732.1413431
43,732.1722766
44,732.2030041
45,732.2335259
46,732.2638421
47,732.293953
48,732.3238587
49,732.3535593
50,732.383055
51,732.412346
52,732.4414325
53,732.4703146
54,732.4989924
55,732.5274663
56,732.5557362
57,732.5838024
58,732.6116651
59,732.6393244
60,732.6667805
61,732.6940335
62,732.7210837
63,732.7479311
64,732.774576
65,732.8010185
66,732.8272587
67,732.8532969
68,732.8791333
69,732.9047679
70,732.9302009
71,732.9554326
72,732.980463
73,733.0052924
74,733.0299209
75,733.0543486
76,733.0785758
77,733.1026026
78,733.1264291
79,733.1500556
80,733.1734822
81,733.196709
82,733.2197363
83,733.2425641
84,733.2651927
85,733.2876222
86,733.3098528
87,733.3318847
88,733.3537179
89,733.3753528
90,733.3967894
91,733.4180279
92,733.4390684
93,733.4599112
94,733.4805564
95,733.5010041
96,733.5212546
97,733.5413079
98,733.5611644
99,733.580824
100,733.600287
101,733.6195535
102,733.6386238
103,733.6574979
104,733.676176
105,733.6946584
106,733.7129451
107,733.7310363
108,733.7489322
109,733.766633
110,733.7841388
111,733.8014497
112,733.818566
113,733.8354878
114,733.8522152
115,733.8687485
116,733.8850877
117,733.9012331
118,733.9171848
119,733.932943
120,733.9485078
121,733.9638794
122,733.979058
123,733.9940437
124,734.0088367
125,734.0234371
126,734.0378451
127,734.0520609
128,734.0660847
129,734.0799165
130,734.0935565
131,734.107005
132,734.1202621
133,734.1333279
134,734.1462026
135,734.1588863
136,734.1713793
137,734.1836817
138,734.1957936
139,734.2077152
140,734.2194466
141,734.2309881
142,734.2423398
143,734.2535018
144,734.2644744
145,734.2752575
146,734.2858516
147,734.2962566
148,734.3064727
149,734.3165002
150,734.3263391
151,734.3359897
152,734.345452
153,734.3547263
154,734.3638127
155,734.3727114
156,734.3814225
157,734.3899462
158,734.3982826
159,734.4064319
160,734.4143944
161,734.42217
162,734.429759
163,734.4371615
164,734.4443778
165,734.4514079
166,734.458252
167,734.4649104
168,734.471383
169,734.4776702
170,734.483772
171,734.4896886
172,734.4954202
173,734.5009669
174,734.5063289
175,734.5115064
176,734.5164994
177,734.5213082
178,734.525933
